"$1,246.70"
"$1,256.50"
"$1,254.60"
"$1,275.90"
"$1,268.60"
"$1,268.90"
"$1,271.40"
"$1,279.50"
"$1,293.20"
"$1,297.50"
"$1,282.70"
"$1,280.20"
"$1,270.10"
"$1,275.40"
"$1,265.70"
"$1,271.40"
"$1,259.80"
"$1,253.10"
"$1,255.50"
"$1,261.40"
"$1,253.60"
"$1,252.80"
"$1,258.70"
"$1,236.40"
"$1,230.00"
"$1,227.70"
"$1,224.20"
"$1,218.90"
"$1,216.10"
"$1,227.10"
"$1,226.90"
"$1,228.60"
"$1,248.50"
"$1,257.00"
"$1,255.50"
"$1,268.30"
"$1,265.90"
"$1,264.20"
"$1,267.20"
"$1,277.50"
"$1,289.10"
"$1,283.80"
"$1,283.40"
"$1,294.10"
"$1,291.90"
"$1,288.50"
"$1,278.10"
"$1,274.20"
"$1,253.90"
"$1,257.30"
"$1,253.30"
"$1,248.50"
"$1,258.40"
"$1,254.00"
"$1,251.20"
"$1,248.00"
"$1,256.80"
"$1,258.80"
"$1,258.80"
"$1,251.70"
"$1,250.10"
"$1,249.70"
"$1,246.50"
"$1,234.00"
"$1,230.20"
"$1,227.10"
"$1,200.70"
"$1,202.60"
"$1,203.10"
"$1,201.40"
"$1,203.20"
"$1,209.40"
"$1,216.10"
"$1,225.50"
"$1,226.50"
"$1,232.90"
"$1,250.00"
"$1,253.90"
"$1,258.80"
"$1,258.30"
"$1,251.40"
"$1,233.30"
"$1,238.90"
"$1,239.10"
"$1,241.60"
"$1,233.10"
"$1,225.40"
"$1,225.80"
"$1,235.90"
"$1,236.80"
"$1,239.50"
"$1,236.10"
"$1,232.10"
"$1,220.80"
"$1,219.40"
"$1,208.30"
"$1,211.40"
"$1,196.00"
"$1,191.10"
"$1,192.50"
"$1,200.50"
"$1,210.80"
"$1,215.60"
"$1,204.90"
"$1,201.50"
"$1,212.10"
"$1,212.90"
"$1,196.20"
"$1,199.80"
"$1,196.60"
"$1,185.50"
"$1,184.90"
"$1,173.40"
"$1,181.30"
"$1,165.30"
"$1,162.00"
"$1,151.70"
"$1,158.10"
"$1,140.90"
"$1,138.80"
"$1,133.60"
"$1,133.60"
"$1,133.20"
"$1,133.60"
"$1,142.70"
"$1,137.40"
"$1,129.80"
"$1,163.70"
"$1,159.00"
"$1,165.80"
"$1,161.90"
"$1,172.40"
"$1,177.50"
"$1,170.10"
"$1,176.50"
"$1,177.80"
"$1,169.40"
"$1,173.90"
"$1,190.80"
"$1,193.80"
"$1,181.00"
"$1,192.40"
"$1,211.20"
"$1,209.80"
"$1,208.70"
"$1,216.90"
"$1,223.90"
"$1,224.50"
"$1,221.70"
"$1,224.30"
"$1,266.40"
"$1,273.50"
"$1,274.50"
"$1,279.40"
"$1,304.50"
"$1,303.30"
"$1,308.20"
"$1,288.00"
"$1,273.10"
